id_pleito,tipo_interessado,interessado,cod_ibge,uf,num_pvl,status,num_processo,data_protocolo,tipo_operacao,finalidade,tipo_credor,credor,moeda,valor,pvl_assoc_divida,pvl_contradado_credor,data_status
10840,Município,Coração de Maria,2908903,BA,,Arquivado,17944.001299/2008-28,2008-05-13T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,0,15/09/2008
10856,Município,Jacaraci,2917409,BA,,Arquivado por decurso de prazo,17944.001302/2008-11,2008-05-27T00:00:00Z,Operação contratual interna,RELUZ,Empresa Não Estatal,Companhia de Eletricidade do Estado da Bahia,Real,180000.0,0,0,09/07/2010
12773,Município,Santo Estêvão,2928802,BA,,Deferido,17944.001787/2011-31,2011-12-01T00:00:00Z,Operação contratual interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,2910000.0,0,0,30/12/2011
11253,Município,Coaraci,2908002,BA,,Arquivado,17944.001394/2008-21,2008-05-28T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000.0,0,0,15/09/2008
12304,Município,Valença,2932903,BA,,Arquivado,17944.001654/2008-69,2008-09-11T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,2442146.0,0,0,10/12/2008
12327,Estado,Bahia,29,BA,,Encaminhado à PGFN com manifestação técnica favorável,17944.001659/2008-91,2009-03-24T00:00:00Z,Operação contratual externa (com garantia da União),Fortalecimento Institucional,Instituição Financeira Internacional,Banco Interamericano de Desenvolvimento,Dólar dos EUA,409000000.0,1,0,27/03/2009
11309,Município,Nova Canaã,2922706,BA,,Deferido,17944.001409/2006-90,2006-08-29T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,0,31/08/2006
10908,Município,Lauro de Freitas,2919207,BA,,Deferido,17944.001311/2014-42,2014-08-27T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,16959676.39,1,0,05/09/2014
10910,Município,Palmeiras,2923506,BA,,Arquivado por decurso de prazo,17944.001312/2009-20,2009-10-21T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000.0,0,0,10/02/2010
13032,Município,Paramirim,2923605,BA,,Deferido,17944.001890/2006-13,2007-04-30T00:00:00Z,Operação contratual interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,396000.0,0,0,11/05/2007
12858,Município,Salinas da Margarida,2927309,BA,,Arquivado por decurso de prazo,17944.001829/2011-33,2012-05-03T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,2000000.0,0,0,18/01/2013
13053,Município,Teixeira de Freitas,2931350,BA,,Deferido,17944.001897/2006-35,2007-03-29T00:00:00Z,Operação contratual interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1890000.0,0,0,09/04/2007
12531,Município,Tapiramutá,2931301,BA,,Regularizado,17944.001707/2007-61,2007-12-14T00:00:00Z,Operação contratual interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Empresa Baiana de Águas e Saneamento S/A,Real,107768.81,0,0,15/02/2008
12565,Município,Itiruçu,2916906,BA,,Deferido,17944.001714/2007-62,2008-02-07T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,0,08/02/2008
12661,Município,Jeremoabo,2918100,BA,,Regularizado,17944.001745/2014-42,2015-07-15T00:00:00Z,Operação contratual interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Empresa Baiana de Águas e Saneamento S/A,Real,138448.6,1,0,16/09/2015
12627,Município,Livramento de Nossa Senhora,2919504,BA,,Deferido,17944.001734/2014-62,2014-11-12T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,5000000.0,0,0,15/12/2014
11211,Município,Irecê,2914604,BA,,Regularizado,17944.001385/2008-31,2019-02-27T00:00:00Z,Operação contratual interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Empresa Baiana de Águas e Saneamento S/A,Real,1195226.46,0,0,08/04/2019
8349,Município,Terra Nova,2931707,BA,,Deferido,17944.000761/2009-51,2009-08-25T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,0,08/09/2009
8356,Município,Terra Nova,2931707,BA,,Deferido,17944.000762/2009-03,2009-08-25T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000.0,0,0,08/09/2009
7101,Município,Jaguarari,2917706,BA,,Deferido,17944.000497/2014-12,2014-04-02T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,130000.0,0,0,30/04/2014
7389,Município,Amargosa,2901007,BA,,Arquivado,17944.000561/2008-17,2008-08-18T00:00:00Z,Operação contratual interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,918800.0,0,0,30/10/2008
5961,Município,Camaçari,2905701,BA,,Deferido,17944.000245/2012-21,2012-03-22T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,47000000.0,1,0,19/04/2012
7188,Município,Sapeaçu,2929602,BA,,Deferido,17944.000517/2013-74,2013-07-01T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,273053.37,1,0,15/07/2013
7507,Município,Anguera,2901502,BA,,Deferido,17944.000595/2010-26,2011-04-04T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,1,0,19/04/2011
6117,Município,Vitória da Conquista,2933307,BA,,Deferido,17944.000280/2015-93,2015-07-15T15:54:13Z,Operação contratual interna,PMAT,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5260172.4,1,1,30/07/2015
4995,Município,São Felipe,2929107,BA,,Deferido,17944.000019/2008-64,2008-06-16T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,0,0,15/07/2008
10157,Município,Pé de Serra,2924058,BA,,Arquivado,17944.001133/2008-10,2008-04-09T00:00:00Z,Operação contratual interna,Caminho da Escola 2,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,600000.0,0,0,13/08/2008
9015,Município,Iaçu,2911907,BA,,Arquivado por decurso de prazo,17944.000884/2009-91,2009-12-30T00:00:00Z,Operação contratual interna,Provias 2009,Instituição Financeira Nacional,Banco do Brasil S/A,Real,902000.0,0,0,21/01/2011
9809,Município,Muquém de São Francisco,2922250,BA,,Arquivado por decurso de prazo,17944.001056/2011-95,2011-10-18T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,2500000.0,0,0,16/01/2013
9059,Município,Caatiba,2904803,BA,,Deferido,17944.000895/2007-18,2007-08-15T00:00:00Z,Operação contratual interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,501600.0,0,0,15/08/2007
10322,Município,Nilo Peçanha,2922607,BA,,Arquivado por decurso de prazo,17944.001170/2012-04,2013-08-06T00:00:00Z,Operação contratual interna,PMAT,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,2200000.0,0,0,30/05/2014
10327,Município,Luís Eduardo Magalhães,2919553,BA,,Deferido,17944.001171/2012-41,2012-08-21T00:00:00Z,Operação contratual interna,PMAT,Instituição Financeira Nacional,Banco do Nordeste do Brasil S/A,Real,2160000.0,1,0,03/09/2012
6788,Município,Baixa Grande,2902609,BA,,Pendente de regularização,17944.000430/2009-11,2009-03-30T00:00:00Z,Operação contratual interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Empresa Baiana de Águas e Saneamento S/A,Real,69289.62,0,0,01/02/2010
6332,Município,Juazeiro,2918407,BA,,Arquivado por decurso de prazo,17944.000322/2009-48,2009-03-30T00:00:00Z,Operação contratual interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,3000000.0,0,0,07/04/2009
6334,Estado,Bahia,29,BA,,Encaminhado à PGFN com manifestação técnica favorável,17944.000322/2013-24,2013-08-26T00:00:00Z,Operação contratual interna (com garantia da União),Multissetorial,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1125480000.0,1,1,10/09/2013
6977,Município,Gentio do Ouro,2911303,BA,,Deferido,17944.000471/2011-21,2011-05-03T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1500000.0,0,0,01/06/2011
6983,Município,Pé de Serra,2924058,BA,,Arquivado por decurso de prazo,17944.000472/2011-76,2011-11-09T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,600000.0,0,0,21/01/2013
5765,Município,Jequié,2918001,BA,,Regularizado,17944.000191/2012-02,2012-08-31T00:00:00Z,Operação contratual interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Empresa Baiana de Águas e Saneamento S/A,Real,6314063.73,1,0,28/09/2012
8195,Município,Poções,2925105,BA,,Deferido,17944.000732/2009-99,2009-11-13T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,1,0,30/11/2009
7621,Município,Serrinha,2930501,BA,,Deferido,17944.000621/2013-69,2013-08-16T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,195000.0,0,0,29/08/2013
6169,Município,Boa Vista do Tupim,2903805,BA,,Deferido,17944.000291/2008-44,2008-03-25T00:00:00Z,Operação contratual interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,448470.0,0,0,08/04/2008
6191,Município,Andorinha,2901353,BA,,Deferido,17944.000295/2011-28,2011-04-19T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,650000.0,0,0,10/05/2011
8227,Município,Itamari,2915700,BA,,Arquivado,17944.000737/2008-31,2008-06-06T00:00:00Z,Operação contratual interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,228000.0,0,0,15/09/2008
7281,Município,Oliveira dos Brejinhos,2923209,BA,,Deferido,17944.000537/2012-64,2012-04-09T00:00:00Z,Operação contratual interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,170000.0,1,0,18/05/2012
66252,Município,Planaltino,2924900,BA,PVL02.003204/2023-87,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,2400000.0,0,1,22/08/2023
63746,Município,Itarantim,2916807,BA,PVL02.000833/2023-55,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1280000.0,0,1,30/08/2023
68346,Estado,Bahia,29,BA,PVL02.003796/2023-37,Encaminhado à PGFN com manifestação técnica favorável,17944.001584/2024-69,2024-05-03T10:12:30Z,Operação contratual interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,400000000.0,0,1,16/05/2024
65852,Município,Novo Horizonte,2923035,BA,PVL02.002864/2023-41,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4000000.0,0,1,24/07/2023
68500,Município,Luís Eduardo Magalhães,2919553,BA,PVL02.000731/2024-11,Encaminhado à PGFN com manifestação técnica favorável,17944.002025/2024-76,2024-06-06T16:04:06Z,Operação contratual interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,114000000.0,0,1,21/06/2024
68242,Município,Ibicoara,2912202,BA,PVL02.000626/2024-81,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,6240000.0,0,1,03/05/2024
5594,Município,Palmas de Monte Alto,2923407,BA,,Deferido,17944.000151/2008-76,2008-03-12T00:00:00Z,Operação contratual interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,434975.0,0,0,17/03/2008
5626,Município,Lagoa Real,2918753,BA,,Arquivado por decurso de prazo,17944.000158/2008-98,2008-04-11T00:00:00Z,Operação contratual interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,537140.0,0,0,18/04/2008
59689,Município,Teixeira de Freitas,2931350,BA,PVL02.001781/2022-53,Deferido,17944.102290/2022-91,2022-06-20T10:21:23Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,40000000.0,0,1,25/06/2022
46555,Município,Irecê,2914604,BA,PVL02.001470/2021-11,Arquivado a pedido,17944.103308/2021-91,2021-12-13T21:52:04Z,Operação contratual interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,12000000.0,0,0,18/02/2022
68655,Município,Campo Alegre de Lourdes,2905909,BA,PVL02.000983/2024-40,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1647052.99,0,1,22/05/2024
71178,Estado,Bahia,29,BA,PVL02.000792/2025-69,Em análise,17944.002350/2025-10,2025-05-27T16:59:08Z,Concessão de garantia,Concessão de garantia a empresa estatal não dependente,Outras Organizações,Pessoa Jurídica,Real,66725989.88,0,0,27/05/2025
10115,Município,Ibititá,2913101,BA,,Arquivado por decurso de prazo,17944.001123/2012-52,2012-08-02T00:00:00Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1085455.73,0,0,22/01/2013
29668,Município,Muquém de São Francisco,2922250,BA,PVL02.002186/2018-59,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1800000.0,0,0,25/09/2018
70698,Município,Porto Seguro,2925303,BA,PVL02.002161/2024-01,Em análise,17944.001035/2025-75,2025-05-28T10:47:22Z,Operação contratual interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Banco de Brasília S/A,Real,100000000.0,0,0,28/05/2025
67134,Município,Nazaré,2922508,BA,PVL02.003522/2023-48,Deferido,17944.105285/2023-11,2023-11-23T15:31:34Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,11000000.0,0,1,27/11/2023
67266,Município,Morro do Chapéu,2921708,BA,PVL02.004193/2023-52,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,8582000.0,0,1,14/02/2024
69266,Município,Itaparica,2916104,BA,PVL02.001532/2024-20,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,9000000.0,0,1,27/08/2024
10214,Município,Luís Eduardo Magalhães,2919553,BA,,Arquivado,17944.001146/2008-81,2008-08-27T00:00:00Z,Operação contratual interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,413450.0,0,0,07/11/2008
9018,Município,Ibirapuã,2912806,BA,,Arquivado,17944.000885/2008-55,2008-08-11T00:00:00Z,Operação contratual interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,250000.0,0,0,30/10/2008
42907,Município,Uibaí,2932408,BA,PVL02.001218/2020-13,Em retificação pelo interessado,17944.103098/2020-51,2021-05-11T09:54:17Z,Operação contratual interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5000000.0,0,0,21/05/2021
45802,Município,Feira de Santana,2910800,BA,PVL02.001922/2021-57,Arquivado a pedido,17944.102861/2021-15,2021-09-24T11:49:45Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,30000000.0,0,0,27/09/2021
55189,Município,Quixabeira,2925931,BA,PVL02.001661/2022-56,Encaminhado à PGFN com manifestação técnica favorável,17944.101079/2022-51,2022-07-11T11:15:59Z,Operação contratual interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4000000.0,0,1,27/07/2022
62354,Município,Jaguarari,2917706,BA,PVL02.008281/2022-42,Deferido,17944.104454/2022-15,2022-11-23T10:08:56Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,27000000.0,0,1,24/11/2022
71159,Estado,Bahia,29,BA,PVL02.000815/2025-35,Em análise,17944.002331/2025-93,2025-05-27T16:54:17Z,Concessão de garantia,Concessão de garantia a empresa estatal não dependente,Outras Organizações,Pessoa Jurídica,Real,174529117.11,0,0,27/05/2025
70033,Estado,Bahia,29,BA,PVL02.001841/2024-08,Encaminhado à PGFN com manifestação técnica favorável,17944.006677/2024-80,2025-03-20T17:31:59Z,Operação contratual interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1000000000.0,0,1,27/03/2025
31240,Município,Boninal,2904001,BA,PVL02.000545/2019-14,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1700000.0,0,1,27/03/2019
38150,Município,Formosa do Rio Preto,2911105,BA,PVL02.006750/2019-93,Deferido,17944.103551/2019-95,2019-09-16T15:48:18Z,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,5900000.0,0,1,24/09/2019
65605,Município,Ibicuí,2912301,BA,PVL02.002648/2023-03,Deferido (PVL-IF),,,Operação contratual interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,3830000.0,0,0,12/07/2023
